Judul Berita,Link Berita,Link Gambar,themes,recommendation
"Perhatian! Lowongan CPNS Sudah Buka, Cek Syarat Khususnya",https://www.cnbcindonesia.com/news/20210711101837-4-259873/perhatian-lowongan-cpns-sudah-buka-cek-syarat-khususnya,https://awsimages.detik.net.id/visual/2021/06/29/cover-topik-cpns-2021konten_43.png?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Cara Cek Link cpns.dephub.go.id Formasi PPPK,https://finance.detik.com/cpns/d-6941341/cara-cek-link-cpns-dephub-go-id-formasi-pppk,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Formasi CPNS Kemenag 2024, Terbanyak dalam Sejarah CPNS Kemenag",https://www.detik.com/sumut/berita/d-7340380/formasi-cpns-kemenag-2024-terbanyak-dalam-sejarah-cpns-kemenag,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Ingat! Syarat Khusus CPNS, Gak Boleh Tatoan-Nikah sama Bule",https://www.cnbcindonesia.com/news/20210710105935-4-259754/ingat-syarat-khusus-cpns-gak-boleh-tatoan-nikah-sama-bule,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-23_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Formasi CPNS Kemenhub 2024 Lengkap Syarat, Jadwal, dan Cara Daftarnya",https://www.detik.com/jateng/bisnis/d-7337101/formasi-cpns-kemenhub-2024-lengkap-syarat-jadwal-dan-cara-daftarnya,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Keterangan Kemenhub soal Pesawat Jatuh di BSD Tangsel,https://www.detik.com/sumut/berita/d-7348169/keterangan-kemenhub-soal-pesawat-jatuh-di-bsd-tangsel,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"7 Lembaga Ini Buka Formasi Jumbo CPNS, Cek Cara Daftarnya",https://www.cnbcindonesia.com/news/20240513092412-4-537502/7-lembaga-ini-buka-formasi-jumbo-cpns-cek-cara-daftarnya,https://awsimages.detik.net.id/visual/2024/04/02/menteri-panrb-abdullah-azwar-anas-menghimbau-untuk-semua-asn-tidak-menggunakan-kendaraan-dinas-untuk-mudik_43.png?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Tinjau Sekolah Kedinasan Kemenhub, Budi Karya Sosialisasi Reformasi Tradisi",https://news.detik.com/berita/d-7357150/tinjau-sekolah-kedinasan-kemenhub-budi-karya-sosialisasi-reformasi-tradisi,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Link Pendaftaran CPNS 2024, Cek Jadwal, Formasi, dan Syaratnya!",https://www.cnbcindonesia.com/tech/20240503103419-37-535470/link-pendaftaran-cpns-2024-cek-jadwal-formasi-dan-syaratnya,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-13_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Pendaftaran CPNS 2023 Dibuka: Ini Link Formasi-Jadwal Terbaru,https://www.cnbcindonesia.com/tech/20230920072754-37-473909/pendaftaran-cpns-2023-dibuka-ini-link-formasi-jadwal-terbaru,https://awsimages.detik.net.id/visual/2023/08/29/lengkap-formasi-syarat-cara-daftar-cpns-pppk-2023-1_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Kemenhub Akomodir Usulan Unhas Teman Bus Rute Gowa-Makassar Beroperasi Lagi,https://www.detik.com/sulsel/makassar/d-7361960/kemenhub-akomodir-usulan-unhas-teman-bus-rute-gowa-makassar-beroperasi-lagi,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Formasi CPNS Kemenhub 2023: Ini Syarat dan Jadwal Pendaftarannya,https://www.detik.com/jateng/bisnis/d-6934605/formasi-cpns-kemenhub-2023-ini-syarat-dan-jadwal-pendaftarannya,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Jadwal dan Lokasi SKD CPNS Kemenhub 2021,http://www.kompas.com/tren/read/2021/09/15/200600465/jadwal-dan-lokasi-skd-cpns-kemenhub-2021,https://asset.kompas.com/crops/DO0OPxpXiGihVzXVV0DAeEF-0mw=/0x4:781x525/230x153/data/photo/2021/09/15/6141e1fbf36d7.png,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Cek Yuk! 6 Instansi Ini Buka Formasi CASN 2023 Terbanyak,https://www.cnbcindonesia.com/news/20230925111019-4-475230/cek-yuk-6-instansi-ini-buka-formasi-casn-2023-terbanyak,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns-9_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Lowongan CPNS 2021: Ini Instansi yang Masih Sepi Peminat,https://www.cnbcindonesia.com/news/20210715221247-4-261307/lowongan-cpns-2021-ini-instansi-yang-masih-sepi-peminat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-26_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Format Surat Pernyataan Seleksi Sekolah Kedinasan Kemenhub 2024 dan Linknya,https://www.detik.com/jogja/kota-pelajar/d-7341597/format-surat-pernyataan-seleksi-sekolah-kedinasan-kemenhub-2024-dan-linknya,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
Kemenhub Antisipasi Lonjakan Mudik Via Jalur Laut,https://finance.detik.com/infrastruktur/d-7252612/kemenhub-antisipasi-lonjakan-mudik-via-jalur-laut,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"5 Cerita Perjuangan Jemaah Haji Indonesia Bisa Sampai ke Tanah Suci, Bikin Haru",https://www.detik.com/hikmah/haji-dan-umrah/d-7365180/5-cerita-perjuangan-jemaah-haji-indonesia-bisa-sampai-ke-tanah-suci-bikin-haru,,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Link Pendaftaran CPNS, Formasi, Syarat, dan Jadwalnya",https://www.cnbcindonesia.com/tech/20240518081848-37-539227/link-pendaftaran-cpns-formasi-syarat-dan-jadwalnya,https://awsimages.detik.net.id/visual/2023/10/10/pendaftaran-cpns-diperpanjang-ini-5-instansi-sepi-peminat_43.jpeg?w=152&q=90,kemenhub,"['Transportasi', 'Kemenhub', 'CPNS']"
"Seleksi Calon PPPK Guru Dipermudah, Gagal Bisa Ngulang Lagi!",https://www.cnbcindonesia.com/news/20210629183107-4-256882/seleksi-calon-pppk-guru-dipermudah-gagal-bisa-ngulang-lagi,https://awsimages.detik.net.id/visual/2021/03/18/kegiatan-uji-coba-belajar-mengajar-tatap-muka-dengan-menerapkan-protokol-kesehatan-di-smpn-1-bojonggede-kabupaten-bogor-jawa-b_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Kemendikbud Ristek Umumkan Hasil Akhir CPNS 2021, Segera Cek!",http://www.kompas.com/tren/read/2022/01/21/130000265/kemendikbud-ristek-umumkan-hasil-akhir-cpns-2021-segera-cek-,https://asset.kompas.com/crops/IYlAdsSx2E6tFVZRfjH8uR5kjkU=/83x45:605x393/230x153/data/photo/2021/11/04/61835a3a947f3.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
26 Kampus Negeri yang Buka Lowongan Dosen Formasi CPNS dan PPPK 2023,http://www.kompas.com/tren/read/2023/10/04/070000665/26-kampus-negeri-yang-buka-lowongan-dosen-formasi-cpns-dan-pppk-2023,https://asset.kompas.com/crops/woHMZfQDNOnrnbNgVlk1AcRSDHg=/55x0:898x562/230x153/data/photo/2023/09/11/64fe8285acaaa.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Jangan Kelewat! Daftar CASN PPPK Guru Ditutup 2 Hari Lagi,https://www.cnbcindonesia.com/news/20230927195949-4-476170/jangan-kelewat-daftar-casn-pppk-guru-ditutup-2-hari-lagi,https://awsimages.detik.net.id/visual/2023/09/18/pendaftaran-casn-2023-diundur-jadi-20-september_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Update CPNS 2019: 41.000 Orang Lamar CPNS Kemendikbud, Perebutkan 2.196 Formasi",http://www.kompas.com/tren/read/2019/11/30/083459065/update-cpns-2019-41000-orang-lamar-cpns-kemendikbud-perebutkan-2196-formasi,https://asset.kompas.com/crops/3D9cp9oQp26cqqikriXb0NtPoVo=/0x34:960x674/490x326/data/photo/2019/11/21/5dd5d94b17dca.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"CPNS Kejaksaan 2023: Cek Formasi, Syarat, Cara Daftar & Login",https://www.cnbcindonesia.com/news/20230921061239-4-474257/cpns-kejaksaan-2023-cek-formasi-syarat-cara-daftar-login,https://awsimages.detik.net.id/visual/2021/03/08/cover-topik-test-cpnsdalam_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Pendaftaran Calon PPPK Guru Dibuka, Ini Syaratnya!",https://www.cnbcindonesia.com/news/20210701114805-4-257377/pendaftaran-calon-pppk-guru-dibuka-ini-syaratnya,https://awsimages.detik.net.id/visual/2021/03/18/kegiatan-uji-coba-belajar-mengajar-tatap-muka-dengan-menerapkan-protokol-kesehatan-di-smpn-1-bojonggede-kabupaten-bogor-jawa-b_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Akhirnya Menteri PANRB Blak-Blakan Tentang Pensiun Massal PNS,https://www.cnbcindonesia.com/news/20230101113250-4-401832/akhirnya-menteri-panrb-blak-blakan-tentang-pensiun-massal-pns,https://awsimages.detik.net.id/visual/2020/10/26/bupati-banyuwangi-abdullah-azwar-anas-foto-rachman-haryanto_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Resmi, Ini Formasi CPNS-PPPK Kemenag, Kemendikbud Ristek, dan Kemenkes 2024",http://www.kompas.com/tren/read/2024/04/02/113000965/resmi-ini-formasi-cpns-pppk-kemenag-kemendikbud-ristek-dan-kemenkes-2024,https://asset.kompas.com/crops/QNQVYZX3LVHck_fzFemsIHctQQ0=/45x0:1392x898/230x153/data/photo/2024/02/13/65cb56dbaddcc.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"CPNS 2019 di Kemendikbud, Ada 1.891 Formasi untuk Dosen",http://www.kompas.com/tren/read/2019/11/21/072044365/cpns-2019-di-kemendikbud-ada-1891-formasi-untuk-dosen,https://asset.kompas.com/crops/gy79x9WqrhCMz_33tYexsEDERmU=/0x34:960x674/230x153/data/photo/2019/11/21/5dd5d94b17dca.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Kalau KTP Hilang, Apa Dokumen Penggantinya untuk Lengkapi Berkas CPNS 2019?",http://www.kompas.com/tren/read/2019/11/21/080120965/kalau-ktp-hilang-apa-dokumen-penggantinya-untuk-lengkapi-berkas-cpns-2019,https://asset.kompas.com/crops/35733O63uI9W5pXvlG_KCJbiOMQ=/65x0:910x563/230x153/data/photo/2019/11/21/5dd5de4dd128f.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Faktor Rekonsiliasi Data, Pengumuman CPNS Kemendikbud Diundur",http://money.kompas.com/read/2019/11/19/184100526/faktor-rekonsiliasi-data-pengumuman-cpns-kemendikbud-diundur,https://asset.kompas.com/crops/KBp5imnLuhuxLhRh5JsLitLXwuo=/0x0:1280x853/230x153/data/photo/2019/11/18/5dd238161bd09.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Cara Daftar CPNS 2023 yang Dibuka Hari Ini, Bisa Cek Gaji kalau Lolos",https://finance.detik.com/cpns/d-6940564/cara-daftar-cpns-2023-yang-dibuka-hari-ini-bisa-cek-gaji-kalau-lolos,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Daftar Lowongan CPNS yang Bakal Dibuka Juni 2023,https://finance.detik.com/cpns/d-6539135/daftar-lowongan-cpns-yang-bakal-dibuka-juni-2023,https://akcdn.detik.net.id/community/media/visual/2021/11/15/materi-pokok-skb-cpns-2021-apa-saja-ini-link-downloadnya_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Makin Banyak Lowongan CPNS 2023, Formasi Dibuka Apa Saja?",https://www.cnbcindonesia.com/news/20230206071518-4-411178/makin-banyak-lowongan-cpns-2023-formasi-dibuka-apa-saja,https://awsimages.detik.net.id/visual/2021/09/02/seleksi-kompetensi-dasar-skd-bagi-calon-pegawai-negeri-sipil-cpns_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Kisi-kisi Tes CPNS yang Dibuka Juni 2023,https://finance.detik.com/cpns/d-6539421/kisi-kisi-tes-cpns-yang-dibuka-juni-2023,https://akcdn.detik.net.id/community/media/visual/2021/11/23/skb-cpns-1_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Perhatian! Mas Nadiem Buka Lowongan CPNS untuk 10.447 Orang,https://www.cnbcindonesia.com/news/20210706181918-4-258769/perhatian-mas-nadiem-buka-lowongan-cpns-untuk-10447-orang,https://awsimages.detik.net.id/visual/2021/06/15/bincang-bersama-presiden-jokowi-dalam-rangka-festival-kampus-merdeka-jakarta-selasa-1562021-tangkapan-layar-setres-ri-7_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Seleksi CASN 2023 Pasti Dibuka, Cek Ini Bocorannya",https://finance.detik.com/cpns/d-6533721/seleksi-casn-2023-pasti-dibuka-cek-ini-bocorannya,https://akcdn.detik.net.id/community/media/visual/2021/11/23/skb-cpns-1_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Biar Tak Salah! Simak Bedanya Seleksi CPNS dan CPPPK,https://www.cnbcindonesia.com/news/20210630152944-4-257119/biar-tak-salah-simak-bedanya-seleksi-cpns-dan-cpppk,https://awsimages.detik.net.id/visual/2021/03/08/cover-topik-test-cpnsdalam_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Lowongan CPNS 2021: Ini Instansi yang Masih Sepi Peminat,https://www.cnbcindonesia.com/news/20210715221247-4-261307/lowongan-cpns-2021-ini-instansi-yang-masih-sepi-peminat,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-26_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
ASN,https://finance.detik.com/kamus/asn-d-6998077,https://akcdn.detik.net.id/community/media/visual/2023/02/03/ilustrasi-pegawai-asn_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"NIK Tak Muncul dan Pertanyaan Seputar CPNS 2021, Simak!",https://www.cnbcindonesia.com/news/20210713204357-4-260603/nik-tak-muncul-dan-pertanyaan-seputar-cpns-2021-simak,https://awsimages.detik.net.id/visual/2020/09/01/tes-cpns-di-tengah-pandemi-cnbc-indonesia-andrean-kristianto-26_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Lulusan SMK hingga S1, Ini Jadwal Lengkap Seleksi CPNS Kemendikbud 2019",http://edukasi.kompas.com/read/2019/11/14/11314841/lulusan-smk-hingga-s1-ini-jadwal-lengkap-seleksi-cpns-kemendikbud-2019,https://asset.kompas.com/crops/Fz21sWyJ5bX3H6c1s-LDq7oZRW8=/16x0:433x278/230x153/data/photo/2019/11/14/5dccd6f6a97ea.png,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Mau Jadi CPNS & PPPK? Kementerian Ini Masih Sepi Peminat Loh,https://www.cnbcindonesia.com/news/20230927105536-4-475912/mau-jadi-cpns-pppk-kementerian-ini-masih-sepi-peminat-loh,https://awsimages.detik.net.id/visual/2018/10/26/a9958a91-ebcd-4d7a-8ddb-289eb05b92c8_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"UPDATE Formasi CPNS-PPPK IKN, Kemenag, Kemenhub, Kemenkes, Kemendikbud, dan Bawaslu 2024",http://www.kompas.com/tren/read/2024/04/19/160000265/update-formasi-cpns-pppk-ikn-kemenag-kemenhub-kemenkes-kemendikbud-dan,https://asset.kompas.com/crops/TP3MGdB0cYIafLT-bYz-tq3WrgE=/83x0:926x562/490x326/data/photo/2023/09/11/64fe8285acaaa.jpg,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Simak! Info Penting Kemendikbud Ristek Buat CPPPK Guru,https://www.cnbcindonesia.com/news/20210727081105-4-263863/simak-info-penting-kemendikbud-ristek-buat-cpppk-guru,https://awsimages.detik.net.id/visual/2021/02/10/infografisastagaada-13-juta-lowongan-cpns-di-202iaristya-rahadian_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Siap-siap dari Sekarang! Seleksi CPNS Dibuka Juni 2023,https://finance.detik.com/cpns/d-6538606/siap-siap-dari-sekarang-seleksi-cpns-dibuka-juni-2023,https://akcdn.detik.net.id/community/media/visual/2021/11/15/kejaksaan-cpns-2021-pengumuman-peserta-jadwal-pelaksanaan-skb_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Duh! Tak Ada CPNS & PPPK 2023 Daftar di Instansi Ini,https://www.cnbcindonesia.com/news/20230929091023-4-476388/duh-tak-ada-cpns-pppk-2023-daftar-di-instansi-ini,https://awsimages.detik.net.id/visual/2018/10/05/5a1ebe23-eb17-439d-a08c-85718de1eb78_43.jpeg?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
Ikut Lowongan CPNS? Simak Dulu Gaji PNS & PPPK Nih...,https://www.cnbcindonesia.com/news/20210323134137-4-232211/ikut-lowongan-cpns-simak-dulu-gaji-pns-pppk-nih,https://awsimages.detik.net.id/visual/2021/03/08/cover-topik-test-cpnsdalam_43.png?w=152&q=90,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Kemendikbudristek Buka 40.541 Lowongan CPNS dan PPPK, Ini Rinciannya",https://finance.detik.com/cpns/d-7273960/kemendikbudristek-buka-40-541-lowongan-cpns-dan-pppk-ini-rinciannya,https://akcdn.detik.net.id/community/media/visual/2023/02/03/ilustrasi-pegawai-asn_43.jpeg?w=250&q=,kemendikbud,"['Pendidikan', 'Kemendikbud', 'CPNS']"
"Sekolah Kedinasan IPDN Buka 534 Formasi Praja Baru, Yuk Daftar",https://www.detik.com/edu/seleksi-masuk-pt/d-6646236/sekolah-kedinasan-ipdn-buka-534-formasi-praja-baru-yuk-daftar,https://akcdn.detik.net.id/community/media/visual/2019/08/06/3914de47-f955-4b1d-91f3-dccb0e190c77_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Link Pengumuman Hasil Akhir Pascasanggah CPNS BKN, Kemendagri, Kemenpan-RB",http://www.kompas.com/tren/read/2022/01/06/103000065/link-pengumuman-hasil-akhir-pascasanggah-cpns-bkn-kemendagri-kemenpan-rb,https://asset.kompas.com/crops/s8ecb_2Gmo1oquq9K_y9fDZWArs=/187x0:1200x675/230x153/data/photo/2021/11/16/61938bfc137fc.jpg,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
10 Sekolah Kedinasan Paling Populer di Indonesia,https://www.detik.com/bali/berita/d-6475670/10-sekolah-kedinasan-paling-populer-di-indonesia,https://akcdn.detik.net.id/community/media/visual/2022/06/12/ilustrasi-tes-skd-sekolah-kedinasan_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"3 Sekolah Kedinasan Jurusan IPS, Bisa jadi CPNS dan Bebas Biaya Kuliah",https://www.detik.com/edu/perguruan-tinggi/d-5981466/3-sekolah-kedinasan-jurusan-ips-bisa-jadi-cpns-dan-bebas-biaya-kuliah,https://akcdn.detik.net.id/community/media/visual/2021/04/06/pkn-stan_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Tenang, Formasi Guru Dalam Seleksi CPNS Tetap Ada",https://www.cnbcindonesia.com/news/20210118130347-4-216806/tenang-formasi-guru-dalam-seleksi-cpns-tetap-ada,https://awsimages.detik.net.id/visual/2018/08/09/169963a8-b2fa-475e-8d1a-2b9b4e49de05_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Ini Syarat dan Jadwal Pendaftaran Sekolah Kedinasan 2024,https://www.detik.com/jabar/berita/d-7309247/ini-syarat-dan-jadwal-pendaftaran-sekolah-kedinasan-2024,https://akcdn.detik.net.id/community/media/visual/2024/01/18/para-taruna-stpn-sekolah-kedinasan-di-bawah-naungan-kementerian-agraria-dan-tata-ruangbadan-pertanahan-nasional-bpn_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
19 Kementerian dan Lembaga Buka Formasi CPNS dan PPPK 2023,https://www.detik.com/jogja/bisnis/d-6941311/19-kementerian-dan-lembaga-buka-formasi-cpns-dan-pppk-2023,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Rekomendasi Sekolah Kedinasan buat Anak IPS, Kuliah Gratis dan Jadi CPNS",https://www.detik.com/edu/seleksi-masuk-pt/d-6576503/rekomendasi-sekolah-kedinasan-buat-anak-ips-kuliah-gratis-dan-jadi-cpns,https://akcdn.detik.net.id/community/media/visual/2022/04/08/kampus-pkn-stan_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Kemendagri Buka Puluhan Formasi CPNS 2023, Simak Syarat dan Cara Daftarnya!",http://www.kompas.com/tren/read/2023/09/18/210000165/kemendagri-buka-puluhan-formasi-cpns-2023-simak-syarat-dan-cara-daftarnya-,https://asset.kompas.com/crops/zS59qLA3AFvAeECjmzVkYPHDql4=/100x0:880x520/230x153/data/photo/2023/09/18/650813d6f2ae5.png,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Farhat Abbas: Saya Mewakili Nia Daniaty Minta Maaf atas Ulah Olivia,https://news.detik.com/berita/d-5814354/farhat-abbas-saya-mewakili-nia-daniaty-minta-maaf-atas-ulah-olivia,https://akcdn.detik.net.id/community/media/visual/2021/11/16/farhat-abbas-di-polda-metro-jaya-1_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Soal Dugaan 97.000 PNS 'Hantu', Ini Hasil Penyelidikan BPKP!",https://www.cnbcindonesia.com/news/20210708194944-4-259431/soal-dugaan-97000-pns-hantu-ini-hasil-penyelidikan-bpkp,https://awsimages.detik.net.id/visual/2020/08/10/hore-gaji-ke-13-pns-cair-hari-ini_43.png?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Daftar Sekolah Kedinasan buat Jurusan IPS, Lulus Bisa Diangkat Jadi CPNS",https://www.detik.com/edu/perguruan-tinggi/d-5990900/daftar-sekolah-kedinasan-buat-jurusan-ips-lulus-bisa-diangkat-jadi-cpns,https://akcdn.detik.net.id/community/media/visual/2021/04/06/pkn-stan_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
P2G : Ada Indikasi Kuat Lowongan Guru PNS Tahun 2022 Tak Dibuka,https://www.detik.com/edu/sekolah/d-5688702/p2g-ada-indikasi-kuat-lowongan-guru-pns-tahun-2022-tak-dibuka,https://akcdn.detik.net.id/community/media/visual/2021/04/01/infografis-cara-dan-syarat-daftar-cpns-2021-1_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Kabar Buruk Bagi Pencari Kerja: Rekrutmen CPNS Akan Dibatasi!,https://www.cnbcindonesia.com/news/20200729130724-4-176237/kabar-buruk-bagi-pencari-kerja-rekrutmen-cpns-akan-dibatasi,https://awsimages.detik.net.id/visual/2018/08/17/1633dc04-d1c2-422f-aea4-b4c4a0ae2b61_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Pengumuman Hasil Seleksi Administrasi CPNS dan PPPK 2023, Cek Sekarang!",https://www.detik.com/bali/berita/d-6987536/pengumuman-hasil-seleksi-administrasi-cpns-dan-pppk-2023-cek-sekarang,https://akcdn.detik.net.id/community/media/visual/2023/02/03/ilustrasi-pegawai-asn_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Formasi CPNS Kemendagri 2023, Simak Jadwal dan Syarat Pendaftarannya",https://www.detik.com/bali/berita/d-6940242/formasi-cpns-kemendagri-2023-simak-jadwal-dan-syarat-pendaftarannya,https://akcdn.detik.net.id/community/media/visual/2023/08/10/ilustrasi-tes-cpns_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
Mau Jadi PNS? Ini Tiga Cara yang Bisa Ditempuh,https://www.detik.com/jabar/berita/d-7302368/mau-jadi-pns-ini-tiga-cara-yang-bisa-ditempuh,https://akcdn.detik.net.id/community/media/visual/2023/02/23/ilustrasi-pns_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Lowongan CPNS dan PPPK Kemendagri 2023: Jumlah Formasi, Link, Syarat, dan Cara Daftarnya",http://www.kompas.com/tren/read/2023/09/24/163000465/lowongan-cpns-dan-pppk-kemendagri-2023--jumlah-formasi-link-syarat-dan-cara,https://asset.kompas.com/crops/nbUxtJrFQhzpgk7oNCQw0iEJgAs=/0x10:589x403/490x326/data/photo/2023/09/24/650fd6694c10e.jpeg,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
"Kemendagri Buka Lowongan CPNS Dosen, Cek Syarat dan Cara Daftarnya!",https://www.detik.com/edu/perguruan-tinggi/d-6948800/kemendagri-buka-lowongan-cpns-dosen-cek-syarat-dan-cara-daftarnya,https://akcdn.detik.net.id/community/media/visual/2022/01/20/pemerintah-kota-cimahi-tidak-akan-menerima-calon-pegawai-negeri-sipil-pada-tahun-2022_43.jpeg?w=250&q=,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
5 Cara Cek NIK KTP Secara Online Tak Perlu ke Kantor Dukcapil,https://www.cnbcindonesia.com/tech/20220311134857-37-322027/5-cara-cek-nik-ktp-secara-online-tak-perlu-ke-kantor-dukcapil,https://awsimages.detik.net.id/visual/2021/03/08/servis-ktp-cnbc-indonesiaandrean-kristianto-12_43.jpeg?w=152&q=90,kemendagri,"['Dalam Negeri', 'Kemendagri', 'CPNS']"
